Data,Temp Med,Temp Max,Temp Min,Chuva,UR
13/01/2022,25.1,29.4,21.7,0.6,68.8
14/01/2022,27.6,34.1,23.2,17.6,65.3
15/01/2022,28.4,34.1,23.6,0.2,68.8
16/01/2022,25,29.8,22.6,0.6,64.8
17/01/2022,26.4,31.7,22.1,0,65.3
18/01/2022,25.5,32.2,20.5,58,65.7
19/01/2022,26.1,30.9,21.8,0,66.5
20/01/2022,26,32.8,23.2,0.4,62.6
21/01/2022,27.3,35.7,21.3,0.4,63.5
22/01/2022,28.5,36.4,22.9,2.4,61.4
23/01/2022,30.9,37.4,24.8,0,57.9
24/01/2022,30.3,37.3,24.9,0,56
25/01/2022,29.4,35.3,24.9,0,56.5
26/01/2022,27.9,34.6,22.1,7.6,57.9
27/01/2022,25.6,31.5,21.9,8.2,63
28/01/2022,24.2,30.6,22.1,6.6,67
29/01/2022,24,29.1,21,52.2,71.8
30/01/2022,21,21.4,20.3,96.6,76
31/01/2022,23.8,27.7,20.3,0.6,76.4
01/02/2022,23.6,30.1,21.3,14,74.6
02/02/2022,23.8,28.4,21.7,18.2,73.7
03/02/2022,24.7,30.6,22.1,1.2,80.3
04/02/2022,25.2,31.5,21.7,25.4,66.3
05/02/2022,25.3,32.4,22.5,19.4,68.8
06/02/2022,25.7,30.1,22.6,0.2,63.9
07/02/2022,27.2,32.9,22.7,0,64.4
08/02/2022,25.5,32.4,19.8,1.2,58.8
09/02/2022,26.2,31.4,21.4,0.2,60.8
10/02/2022,26.3,32.1,20,0,55.2
11/02/2022,26.4,32.5,20.3,0,58
12/02/2022,26.8,32.8,20.2,0,57
13/02/2022,27.1,33.6,20.9,0,52.1
14/02/2022,27.8,35.3,19.8,0,42.7
15/02/2022,29.8,36.6,23.6,0,48.2
16/02/2022,28.1,34.8,22.6,1.2,57.8
17/02/2022,26.8,33.1,21.3,7.2,57.4
18/02/2022,24.1,30.7,19.8,17,68.2
19/02/2022,22.3,25.3,20.4,0,61.7
20/02/2022,26.5,31.7,21.6,0,61.5
21/02/2022,27.2,32.6,22.1,0,64.6
22/02/2022,28.6,34.3,23.8,0,58.1
23/02/2022,27.6,34.5,23.8,60,63.2
24/02/2022,27.5,33.6,24,0,63.5
25/02/2022,26.8,33.9,23.1,20.1,62.7
26/02/2022,27.7,33.4,23.2,0.3,63.8
27/02/2022,27.2,34.5,24.1,19.3,60.7
28/02/2022,28.8,34.4,23.9,0,60.9
01/03/2022,26.3,33.7,22.4,9.4,62.3
02/03/2022,23.1,24.3,22,8.4,68.8
03/03/2022,26,31.1,21.5,0.2,70.8
04/03/2022,27.4,32.2,22.5,0,63.8
05/03/2022,27.3,33.1,23.5,0,60.3
06/03/2022,26.6,33.2,23.6,1.6,60.6
07/03/2022,24.5,27.4,23.4,0,63.2
08/03/2022,29.5,34.5,24.6,0,50.5
09/03/2022,27.1,31.9,23.9,0,65
10/03/2022,27.4,30.9,23.9,13,59.3
11/03/2022,25.2,33.1,21.7,4.4,63
12/03/2022,25.6,30.3,22.3,0,67.3
13/03/2022,24.8,29.8,22.1,17.6,68.9
14/03/2022,24.1,28.2,21.9,17.6,73.3
15/03/2022,25.7,30.8,21.6,0.2,70.8
16/03/2022,26.1,33.2,22.8,0,69.9
17/03/2022,27.5,32.2,23.3,0,67.9
18/03/2022,27.8,33.6,24.2,1,65.8
19/03/2022,24.2,28.3,22.9,21.4,71.3
20/03/2022,24.1,26.8,21.6,0,69.7
21/03/2022,24.8,30.2,20.2,0,60
22/03/2022,25.1,30.1,19.2,0,58.7
23/03/2022,26.3,31.8,20.4,0,60
24/03/2022,25.2,32,21.8,7.2,67.6
25/03/2022,21.7,25.6,19.8,18,74.3
26/03/2022,22.7,26.6,20.2,26,77.6
27/03/2022,24.8,29.8,21.8,0.2,79.2
28/03/2022,26.4,32,21.5,0.2,72.5
29/03/2022,26.1,31.3,21.2,0,65.9
30/03/2022,25.8,31.7,22.2,2.8,67.6
31/03/2022,23.9,29.4,21.2,3.6,70.8
01/04/2022,20.1,22.2,18.2,22,68.7
02/04/2022,23,28.2,18.2,0,67.4
03/04/2022,25.4,31.4,19.2,0,64.4
04/04/2022,25.5,32.9,22.2,8.2,65.1
05/04/2022,26.6,33.2,20.1,0,64.3
06/04/2022,26.7,32.4,22.1,0,63.4
07/04/2022,26.8,32.9,21.2,0,60.4
08/04/2022,26.1,32.2,21.8,0,61.7
09/04/2022,27,33.7,22.3,0,64.3
10/04/2022,27.4,33,22.1,0,61.2
11/04/2022,23.8,29.6,21.2,3,60
12/04/2022,22.6,30,20.3,3.4,66.1
13/04/2022,20.7,24.8,18.9,56.6,71
14/04/2022,23.2,28.9,18.2,0,70.5
15/04/2022,21.1,26.7,17.3,0,59.1
16/04/2022,19.7,25.7,14.2,0,52.5
17/04/2022,20.2,26.5,15.6,0,54.8
18/04/2022,21.5,28,16.1,0,56.1
19/04/2022,23,30.2,17.6,0,56.5
20/04/2022,24.4,31.3,18.2,0,58.5
21/04/2022,24.4,31.4,19,0,56.5
22/04/2022,25.3,32.3,19.3,0,54.9
23/04/2022,20.7,26.1,16.9,4.8,60.2
24/04/2022,24.5,30.3,18.3,0,62.7
25/04/2022,26,31.8,19.9,0,59
26/04/2022,27.6,33.1,22.9,0,57.1
27/04/2022,26.9,32.6,22,0,56.5
28/04/2022,26.8,32.8,21.9,0,56.5
29/04/2022,26.1,33.1,20.9,0,57.3
30/04/2022,24.4,30.2,18.9,0,57.3
01/05/2022,25.2,31.2,21.2,0,58.8
02/05/2022,25.9,32.7,20.9,0,54.1
03/05/2022,23.2,31.8,15.9,14.6,55.1
04/05/2022,15.3,18.1,12.4,0.6,56.1
05/05/2022,17.3,20.8,14,0,61.6
06/05/2022,19.1,25.2,13.8,0.4,61.8
07/05/2022,19.3,25.2,15.1,0,58.8
08/05/2022,21.1,27.6,15.1,0,60.3
09/05/2022,22.9,30.2,17.3,0,61.4
10/05/2022,22.9,29.3,18.4,0,60.6
11/05/2022,20.6,24.3,15.4,0,66
12/05/2022,18.3,26.2,12.7,0.4,58.4
13/05/2022,20.9,28.9,13.3,0,58.6
14/05/2022,21.1,28.1,16.6,44.4,61.2
15/05/2022,19.1,21.6,17.1,0.4,68.8
16/05/2022,16.4,21.6,11.2,0.2,65
17/05/2022,11.3,17,6.1,0,53.1
18/05/2022,9.8,13.6,5.8,0,58.1
19/05/2022,12.5,19.3,7.2,0.2,59.6
20/05/2022,13.9,21.2,6.8,0.4,57.5
21/05/2022,16.2,22.8,9.2,0,54.1
22/05/2022,17.1,25.1,9.9,0,53.3
23/05/2022,19.5,27.7,10.7,0,52.9
24/05/2022,22.6,29.2,16.1,0,53.8
25/05/2022,22.6,28,17.9,0,53.8
26/05/2022,21.8,27.7,16.8,0,53
27/05/2022,22.1,28.5,17.5,0,54.4
28/05/2022,23.2,29.9,17.8,0,55.4
29/05/2022,24.3,31.3,17.7,0,56.4
30/05/2022,22.7,29.1,19.2,5.8,63.5
31/05/2022,20.1,22.9,18.7,24,70.5
01/06/2022,21.7,26.2,18.8,0.2,75.2
02/06/2022,21.6,26.8,17.9,0.2,74.2
03/06/2022,18.7,23.7,15.9,0,70.8
04/06/2022,20.2,25.6,15.5,0,63.8
05/06/2022,21.3,27.6,15.2,0,62.6
06/06/2022,23.2,29.2,18.6,0,63.4
07/06/2022,22.8,28.2,19.5,0,62
08/06/2022,21.9,26.6,18.2,0,69.3
09/06/2022,20.4,23.8,17,8.6,72.8
10/06/2022,18,21,16.4,0.2,75.7
11/06/2022,15.8,22.2,8.7,0.2,70.5
12/06/2022,12.2,20.8,6.6,0,63.3
13/06/2022,14.6,22.3,6.6,0,55.2
14/06/2022,17.7,24.4,10.6,0,57.4
15/06/2022,20.3,26.9,15.8,0,61.1
16/06/2022,22.5,29.8,14.6,0,61
17/06/2022,21.6,31.1,18.6,45.4,62
18/06/2022,16.8,22.4,11.4,0.2,67.8
19/06/2022,16.4,21.7,10.1,0.4,69
20/06/2022,20.3,25.3,16.2,5.4,69.7
21/06/2022,22.8,29.3,17.7,0,62.3
22/06/2022,23.7,30.4,17.9,0,59.5
23/06/2022,23.1,29.9,17.4,0,56.5
24/06/2022,21.9,29.3,16,0,52.8
25/06/2022,21.3,28.6,13.7,0,54.5
26/06/2022,20.1,25.6,15.5,0,56.9
27/06/2022,19.2,25.3,13.9,0,56.6
28/06/2022,20.4,28.2,14.4,0,58.7
29/06/2022,19,24.7,13.9,0.2,61.8
30/06/2022,18.9,27.3,11.5,0.2,59.3
01/07/2022,21.4,27.8,15.1,0,55.2
02/07/2022,23.1,30.7,17.8,0,55.9
03/07/2022,23.9,30.1,18.8,0,54.5
04/07/2022,23,29.2,18.7,0,53.9
05/07/2022,21.6,27.6,16.9,0,50.6
06/07/2022,21.1,27.2,16.6,0,51
07/07/2022,22.8,29.9,16.9,0,52.2
08/07/2022,23.1,30.1,15.8,0,53.6
09/07/2022,23.7,28.6,19.8,0,58.8
10/07/2022,22.9,28.8,17.8,0,58.7
11/07/2022,23.3,29.9,17.2,0,55.8
12/07/2022,20.7,26.2,15.9,0,62.5
13/07/2022,20.8,27.1,14.9,0,69.5
14/07/2022,22.5,29.3,16.4,0,62.5
15/07/2022,23.9,31.3,17.4,0,58.3
16/07/2022,25.1,32.2,17.9,0,63.2
17/07/2022,19.2,24.9,14.8,0,66.9
18/07/2022,21.7,29.7,14.3,0,65.6
19/07/2022,23.6,30.1,18.7,0,60.2
20/07/2022,24.1,29.7,19,0,58.9
21/07/2022,23.7,29.8,18.9,0,55.8
22/07/2022,23.9,30.5,18.6,0,53.1
23/07/2022,23.7,30.9,15.8,0,56.4
24/07/2022,24.2,31.8,18.2,0,56.7
25/07/2022,23.7,31.4,17.1,0,52.6
26/07/2022,24.5,31.6,18.1,0,51.8
27/07/2022,23.9,31.2,19,0,52.5
28/07/2022,24.2,31.7,18.9,0,52.7
29/07/2022,19.2,23.8,10.2,0,54.9
30/07/2022,17.2,26.7,6.4,0,52.4
31/07/2022,21.4,29.6,13.4,0,53.6
